candidate_points,best_candidate,best_candidate_index
"[{'x0': 0.3, 'x1': -10.0, 'x2': -9.0, 'x3': -8.0, 'x4': -7.0, 'x5': -6.0, 'x6': -5.0, 'x7': -4.0, 'x8': -3.0, 'x9': -2.0}, {'x0': 0.2, 'x1': -8.0, 'x2': -7.5, 'x3': -6.9, 'x4': -5.3, 'x5': -4.2, 'x6': -3.1, 'x7': -2.0, 'x8': -1.0, 'x9': 0.5}, {'x0': 0.05, 'x1': -6.5, 'x2': -5.5, 'x3': -4.5, 'x4': -3.5, 'x5': -2.5, 'x6': -1.5, 'x7': -0.5, 'x8': 0.5, 'x9': 2.5}, {'x0': 0.1, 'x1': -9.5, 'x2': -8.3, 'x3': -7.4, 'x4': -6.2, 'x5': -5.1, 'x6': -4.0, 'x7': -3.9, 'x8': -2.8, 'x9': -1.7}, {'x0': 0.15, 'x1': -7.0, 'x2': -6.0, 'x3': -5.0, 'x4': -4.0, 'x5': -3.0, 'x6': -1.0, 'x7': 0.0, 'x8': 1.0, 'x9': 2.0}]","{'x0': 0.1, 'x1': -9.5, 'x2': -8.3, 'x3': -7.4, 'x4': -6.2, 'x5': -5.1, 'x6': -4.0, 'x7': -3.9, 'x8': -2.8, 'x9': -1.7}",3
"[{'x0': 0.4, 'x1': -3.0, 'x2': -6.5, 'x3': -5.5, 'x4': -2.0, 'x5': -1.0, 'x6': 0.5, 'x7': 0.4, 'x8': 0.3, 'x9': 0.2}, {'x0': 0.2, 'x1': -5.0, 'x2': -7.0, 'x3': -6.0, 'x4': -4.5, 'x5': -3.5, 'x6': -2.0, 'x7': -1.0, 'x8': -0.5, 'x9': -0.1}, {'x0': 0.1, 'x1': -8.0, 'x2': -9.5, 'x3': -8.0, 'x4': -7.0, 'x5': -6.0, 'x6': -5.0, 'x7': -4.0, 'x8': -3.0, 'x9': -2.0}, {'x0': 0.3, 'x1': -4.0, 'x2': -8.0, 'x3': -5.0, 'x4': -3.5, 'x5': -2.5, 'x6': -1.5, 'x7': 0.0, 'x8': 0.2, 'x9': 0.1}, {'x0': 0.5, 'x1': -6.0, 'x2': -7.5, 'x3': -4.5, 'x4': -3.0, 'x5': -1.5, 'x6': 0.1, 'x7': 0.3, 'x8': 0.4, 'x9': 0.6}]","{'x0': 0.3, 'x1': -4.0, 'x2': -8.0, 'x3': -5.0, 'x4': -3.5, 'x5': -2.5, 'x6': -1.5, 'x7': 0.0, 'x8': 0.2, 'x9': 0.1}",3
"[{'x0': 0.15, 'x1': -8.0, 'x2': -7.5, 'x3': -6.5, 'x4': -5.5, 'x5': -4.5, 'x6': -3.5, 'x7': -2.5, 'x8': -1.5, 'x9': -0.3}, {'x0': 0.05, 'x1': -9.0, 'x2': -8.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': -0.5}, {'x0': 0.1, 'x1': -9.0, 'x2': -9.0, 'x3': -7.0, 'x4': -6.0, 'x5': -5.0, 'x6': -4.0, 'x7': -3.0, 'x8': -2.0, 'x9': -1.0}, {'x0': 0.02, 'x1': -7.5, 'x2': -6.5, 'x3': -5.5, 'x4': -4.5, 'x5': -3.5, 'x6': -2.5, 'x7': -1.5, 'x8': -0.5, 'x9': 0.1}, {'x0': 0.07, 'x1': -8.5, 'x2': -8.5, 'x3': -7.5, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': -1.5}]","{'x0': 0.1, 'x1': -9.0, 'x2': -9.0, 'x3': -7.0, 'x4': -6.0, 'x5': -5.0, 'x6': -4.0, 'x7': -3.0, 'x8': -2.0, 'x9': -1.0}",2
"[{'x0': 0.1, 'x1': -8.5, 'x2': -7.0, 'x3': -5.5, 'x4': -4.5, 'x5': -3.5, 'x6': -2.5, 'x7': -1.5, 'x8': -0.5, 'x9': 0.0}, {'x0': 0.4, 'x1': -6.0, 'x2': -5.0, 'x3': -4.0, 'x4': -3.0, 'x5': -2.0, 'x6': -1.0, 'x7': 0.0, 'x8': 0.1, 'x9': 0.2}, {'x0': 0.2, 'x1': -8.0, 'x2': -7.5, 'x3': -6.5, 'x4': -5.5, 'x5': -4.5, 'x6': -3.5, 'x7': -2.5, 'x8': -1.5, 'x9': -0.5}, {'x0': 0.3, 'x1': -9.0, 'x2': -8.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': 0.0}, {'x0': 0.25, 'x1': -7.0, 'x2': -6.0, 'x3': -5.0, 'x4': -4.0, 'x5': -3.0, 'x6': -2.0, 'x7': -1.0, 'x8': 0.0, 'x9': 0.5}]","{'x0': 0.1, 'x1': -8.5, 'x2': -7.0, 'x3': -5.5, 'x4': -4.5, 'x5': -3.5, 'x6': -2.5, 'x7': -1.5, 'x8': -0.5, 'x9': 0.0}",0
"[{'x0': 0.3, 'x1': -9.0, 'x2': -8.5, 'x3': -7.5, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': -1.5}, {'x0': 0.5, 'x1': -6.0, 'x2': -7.0, 'x3': -4.0, 'x4': -3.5, 'x5': -2.5, 'x6': -1.5, 'x7': 0.0, 'x8': 0.1, 'x9': 0.2}, {'x0': 0.1, 'x1': -3.5, 'x2': -4.5, 'x3': -5.5, 'x4': -6.5, 'x5': -7.5, 'x6': -8.5, 'x7': -9.0, 'x8': -9.5, 'x9': -10.0}, {'x0': 0.4, 'x1': -7.0, 'x2': -8.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': -0.5}, {'x0': 0.2, 'x1': -5.5, 'x2': -6.5, 'x3': -4.5, 'x4': -3.0, 'x5': -2.0, 'x6': -1.0, 'x7': -0.5, 'x8': 0.0, 'x9': 0.1}]","{'x0': 0.2, 'x1': -5.5, 'x2': -6.5, 'x3': -4.5, 'x4': -3.0, 'x5': -2.0, 'x6': -1.0, 'x7': -0.5, 'x8': 0.0, 'x9': 0.1}",4
"[{'x0': 0.12, 'x1': -9.2, 'x2': -8.8, 'x3': -7.7, 'x4': -6.5, 'x5': -5.3, 'x6': -4.1, 'x7': -3.2, 'x8': -2.1, 'x9': -1.0}, {'x0': 0.2, 'x1': -7.5, 'x2': -6.5, 'x3': -5.5, 'x4': -4.5, 'x5': -3.5, 'x6': -2.5, 'x7': -1.5, 'x8': -0.5, 'x9': 0.5}, {'x0': 0.05, 'x1': -9.8, 'x2': -9.5, 'x3': -8.7, 'x4': -7.9, 'x5': -6.8, 'x6': -5.7, 'x7': -4.6, 'x8': -3.5, 'x9': -2.4}, {'x0': 0.15, 'x1': -8.0, 'x2': -7.5, 'x3': -6.0, 'x4': -5.5, 'x5': -4.0, 'x6': -3.5, 'x7': -2.0, 'x8': -1.0, 'x9': 0.0}, {'x0': 0.03, 'x1': -9.9, 'x2': -9.7, 'x3': -8.5, 'x4': -7.5, 'x5': -6.3, 'x6': -5.1, 'x7': -4.0, 'x8': -2.9, 'x9': -1.8}]","{'x0': 0.12, 'x1': -9.2, 'x2': -8.8, 'x3': -7.7, 'x4': -6.5, 'x5': -5.3, 'x6': -4.1, 'x7': -3.2, 'x8': -2.1, 'x9': -1.0}",0
"[{'x0': 0.0, 'x1': -9.0, 'x2': -8.0, 'x3': -6.0, 'x4': -5.0, 'x5': -4.0, 'x6': -3.0, 'x7': -2.0, 'x8': -1.0, 'x9': 0.5}, {'x0': 0.25, 'x1': -7.0, 'x2': -6.5, 'x3': -5.0, 'x4': -4.0, 'x5': -3.0, 'x6': -2.0, 'x7': -1.0, 'x8': 0.0, 'x9': 0.2}, {'x0': 0.2, 'x1': -6.0, 'x2': -5.5, 'x3': -4.0, 'x4': -3.5, 'x5': -2.5, 'x6': -1.5, 'x7': 0.0, 'x8': 0.1, 'x9': 0.3}, {'x0': 0.15, 'x1': -8.0, 'x2': -7.5, 'x3': -6.5, 'x4': -5.5, 'x5': -4.5, 'x6': -3.5, 'x7': -2.5, 'x8': -1.5, 'x9': -0.5}, {'x0': 0.05, 'x1': -9.8, 'x2': -9.5, 'x3': -8.5, 'x4': -7.5, 'x5': -6.5, 'x6': -5.5, 'x7': -4.5, 'x8': -3.5, 'x9': -2.5}]","{'x0': 0.05, 'x1': -9.8, 'x2': -9.5, 'x3': -8.5, 'x4': -7.5, 'x5': -6.5, 'x6': -5.5, 'x7': -4.5, 'x8': -3.5, 'x9': -2.5}",4
"[{'x0': 0.4, 'x1': -3.5, 'x2': -6.0, 'x3': -4.0, 'x4': -2.0, 'x5': -1.0, 'x6': 0.5, 'x7': 0.7, 'x8': 0.8, 'x9': 0.9}, {'x0': 0.6, 'x1': 0.1, 'x2': 0.2, 'x3': 0.3, 'x4': 0.4, 'x5': 0.5, 'x6': 0.6, 'x7': 0.7, 'x8': 0.8, 'x9': 0.9}, {'x0': 0.05, 'x1': -9.7, 'x2': -9.4, 'x3': -8.3, 'x4': -7.3, 'x5': -6.3, 'x6': -5.3, 'x7': -4.3, 'x8': -3.3, 'x9': -2.3}, {'x0': 0.15, 'x1': -8.0, 'x2': -7.5, 'x3': -6.5, 'x4': -5.5, 'x5': -4.5, 'x6': -3.5, 'x7': -2.5, 'x8': -1.5, 'x9': -0.5}, {'x0': 0.02, 'x1': -9.6, 'x2': -9.1, 'x3': -8.0, 'x4': -6.8, 'x5': -5.6, 'x6': -4.4, 'x7': -3.2, 'x8': -1.9, 'x9': -0.7}]","{'x0': 0.05, 'x1': -9.7, 'x2': -9.4, 'x3': -8.3, 'x4': -7.3, 'x5': -6.3, 'x6': -5.3, 'x7': -4.3, 'x8': -3.3, 'x9': -2.3}",2
"[{'x0': 0.05, 'x1': -9.0, 'x2': -9.0, 'x3': -9.0, 'x4': -9.0, 'x5': -9.0, 'x6': -9.0, 'x7': -9.0, 'x8': -9.0, 'x9': -9.0}, {'x0': 0.1, 'x1': -7.0, 'x2': -7.0, 'x3': -7.0, 'x4': -7.0, 'x5': -7.0, 'x6': -7.0, 'x7': -7.0, 'x8': -7.0, 'x9': -7.0}, {'x0': 0.01, 'x1': -10.0, 'x2': -10.0, 'x3': -10.0, 'x4': -10.0, 'x5': -10.0, 'x6': -10.0, 'x7': -10.0, 'x8': -10.0, 'x9': -10.0}, {'x0': 0.0, 'x1': -8.0, 'x2': -8.0, 'x3': -8.0, 'x4': -8.0, 'x5': -8.0, 'x6': -8.0, 'x7': -8.0, 'x8': -8.0, 'x9': -8.0}, {'x0': 0.02, 'x1': -6.0, 'x2': -6.0, 'x3': -6.0, 'x4': -6.0, 'x5': -6.0, 'x6': -6.0, 'x7': -6.0, 'x8': -6.0, 'x9': -6.0}]","{'x0': 0.02, 'x1': -6.0, 'x2': -6.0, 'x3': -6.0, 'x4': -6.0, 'x5': -6.0, 'x6': -6.0, 'x7': -6.0, 'x8': -6.0, 'x9': -6.0}",4
"[{'x0': 0.01, 'x1': -9.9, 'x2': -9.5, 'x3': -9.0, 'x4': -8.0, 'x5': -7.0, 'x6': -6.0, 'x7': -5.0, 'x8': -4.0, 'x9': -3.0}, {'x0': 0.2, 'x1': -9.0, 'x2': -9.0, 'x3': -8.0, 'x4': -7.0, 'x5': -6.0, 'x6': -5.0, 'x7': -4.0, 'x8': -3.0, 'x9': -2.0}, {'x0': 0.04, 'x1': -9.5, 'x2': -9.0, 'x3': -8.0, 'x4': -7.0, 'x5': -6.0, 'x6': -5.0, 'x7': -4.0, 'x8': -3.0, 'x9': -2.0}, {'x0': 0.08, 'x1': -9.2, 'x2': -8.8, 'x3': -7.7, 'x4': -6.5, 'x5': -5.3, 'x6': -4.1, 'x7': -3.2, 'x8': -2.1, 'x9': -1.0}, {'x0': 0.03, 'x1': -8.0, 'x2': -8.5, 'x3': -7.5, 'x4': -6.5, 'x5': -5.5, 'x6': -4.5, 'x7': -3.5, 'x8': -2.5, 'x9': -1.5}]","{'x0': 0.01, 'x1': -9.9, 'x2': -9.5, 'x3': -9.0, 'x4': -8.0, 'x5': -7.0, 'x6': -6.0, 'x7': -5.0, 'x8': -4.0, 'x9': -3.0}",0
